accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.11356768776035864,-0.11014797372492291,9.92020087942827,0.02123020091489713,0.0037095807550928976,0.027627716984667896
0.1614722743157051,-0.11176889918724608,9.90070801916099,0.018151718463893057,0.0032993992013166822,0.027010425816524533
0.18727438325739654,-0.07846482630243229,9.871229863779709,0.017537761887801658,0.0037837459252687633,0.026145476980725977
0.21615945437643125,-0.05232390347037484,9.820198555167693,0.01771018065222648,0.0071150916671972025,0.02398196128642772
0.17129237270985556,-0.05041989502128763,9.85364223331024,0.0171487574331339,0.004604634821637108,0.022009592066460724
0.1323619796644044,0.05596747271175771,9.753775420850541,0.015886779739440915,0.007333236361217934,0.0232810503394532
0.0795503635012157,0.03633381635073334,9.745799102719424,0.015145035178637205,0.008396171212130751,0.02171488228860327
0.027930872129885747,0.062285327497130755,9.742514325086528,0.012875679550905437,0.009233331771551457,0.02089812003170177
-0.03266112906395352,0.07839534601536556,9.704308198756193,0.012724879439610348,0.008782227413225995,0.01959139374898626
0.026393764035584612,0.08438902102675698,9.721514949458957,0.010480562523344863,0.008475363491930286,0.019712138451008266
0.015695482080093446,0.0951888069657898,9.714922007508324,0.010943381837180497,0.011820964850542418,0.019052912015297487
-0.04140860730710701,0.040824914152867466,9.773083204398313,0.009903040248655428,0.01042968067397737,0.01944670676611048
-0.028125072495320556,0.07523859647155146,9.77657558252192,0.010693879334115006,0.012911071772568908,0.015754582387643216
-0.03098143631453356,-0.035238014439883,9.74248363367934,0.012527872492166702,0.012203400372294768,0.015875736438172992
-0.008702347912425452,-0.05049854200011518,9.757258850911228,0.010479939390588168,0.011750566891759212,0.01713615236847938
-0.004467535387267012,-0.03270045165089702,9.701461889511567,0.007081245586074281,0.0129687128649522,0.014004786613574422
0.05297998618137297,0.021862076877258236,9.69390654793988,0.007474004225810351,0.014005376950079498,0.015068013453233253
0.08276286391107696,0.01288883090950681,9.716087488472336,0.007418343711694366,0.013151629645117154,0.017805801639897825
0.10194447472383139,-0.010110788055344551,9.704450164687486,0.006747987230763193,0.01247995773171322,0.014851056618250747
0.026108113957009398,0.029011964273821352,9.706400459859095,0.008067266995686264,0.011508637808322291,0.015583995230932879
-0.00400657558317431,0.004963010723205853,9.696739785034701,0.008485571040275275,0.012879115363293663,0.013017612847874522
-0.019429657563998573,-0.008486090831539013,9.74207084109838,0.006930960220517771,0.014044873657445014,0.015273627532446429
-0.002152419034315121,-0.01393980480727014,9.731813013508667,0.008027365643323297,0.012085866824353966,0.014130013226991525
0.05760135778054132,0.0003729522773500693,9.795468183126296,0.008555434066697249,0.013560151211937932,0.01478979702068055
0.07100150671137952,-0.04096771348795921,9.868369402239283,0.009176070619641586,0.012612805346723509,0.01510945360839579
0.07402046581916155,-0.1484522413143568,9.872586592742726,0.008830581691135918,0.012957854559519146,0.014148642540789328
0.08976659687693772,-0.1478729542238555,9.876622858114837,0.009255943516255631,0.009422627240839986,0.015317592838481432
0.13983818616672106,-0.1949705508424362,9.884420863512291,0.009190799578677057,0.009812689370178677,0.013933892539075322
0.1727511874243784,-0.18408115370107803,9.880474025756895,0.008565948570544147,0.010163484937953642,0.015386606138581692
0.21786495035322465,-0.19765492767792794,9.875559661175101,0.009183265733601875,0.011807846909596454,0.01618354436407842
0.22610773483334307,-0.13443149024749373,9.862478024324414,0.00909850688198703,0.008426076550360474,0.015505348424143946
0.22311141843082177,-0.12772460698215365,9.855985576451323,0.012403396164367746,0.008216769732684703,0.015511475548804795
0.1563098065467451,-0.09131476324054472,9.878551383456564,0.00995651677597568,0.009583392507031692,0.016493036402260262
